,Sales_id,Category,Brand,MRP,Selling price,Discount in %
27108,16,Watches,titan,2638.2167045910855,11495.0,44.84758845312988
27109,17,Watches,michael kors,16995.0,10197.0,40.0
27110,18,Watches,fjord,7290.0,2916.0,60.0
27111,19,Watches,fjord,6990.0,2796.0,60.0
27112,20,Watches,fastrack,2638.2167045910855,2795.0,44.84758845312988
27113,21,Watches,daniel wellington,13999.0,6999.0,50.0
27115,23,Watches,casio,7495.0,5246.0,30.0
27116,24,Watches,timex,4495.0,2697.0,40.0
27117,25,Watches,tommy hilfiger,2638.2167045910855,10995.0,44.84758845312988
27118,0,Watches,giordano,12990.0,5196.0,60.0
27119,1,Watches,fossil,2638.2167045910855,11995.0,44.84758845312988
27120,2,Watches,giordano,12990.0,5196.0,60.0
27121,3,Watches,michael kors,19995.0,15996.0,20.0
27122,4,Watches,giordano,11990.0,4796.0,60.0
27123,5,Watches,titan,4795.0,2877.0,40.0
27124,6,Watches,michael kors,2638.2167045910855,40995.0,44.84758845312988
27125,7,Watches,casio,2695.0,2156.0,20.0
27126,8,Watches,fossil,2638.2167045910855,2295.0,44.84758845312988
27127,9,Watches,fossil,2638.2167045910855,11995.0,44.84758845312988
27128,10,Watches,giordano,4590.0,2295.0,50.0
27129,11,Watches,casio,5995.0,5395.0,10.0
27130,12,Watches,fastrack,2638.2167045910855,1695.0,44.84758845312988
27131,13,Watches,titan,2638.2167045910855,19795.0,44.84758845312988
27132,14,Watches,amazfit,2638.2167045910855,9999.0,44.84758845312988
27133,15,Watches,tommy hilfiger,2638.2167045910855,10250.0,44.84758845312988
27134,16,Watches,armani exchange,2638.2167045910855,12995.0,44.84758845312988
27135,17,Watches,giordano,11790.0,4716.0,60.0
27136,18,Watches,guess,2638.2167045910855,11295.0,44.84758845312988
27137,19,Watches,titan,2638.2167045910855,7195.0,44.84758845312988
27138,20,Watches,anne klein,9250.0,5550.0,40.0
27139,21,Watches,coach,2638.2167045910855,11995.0,44.84758845312988
27141,23,Watches,fossil,9495.0,5697.0,40.0
27142,24,Watches,esprit,10100.0,7575.0,25.0
27143,25,Watches,titan,2638.2167045910855,6695.0,44.84758845312988
